DATE_TIME,current_contract,next_contract,carry_contract
2013-12-06 09:05:36,20131200,20140300,20140300
2014-03-04 16:17:06,20140300,20140600,20140600
2014-06-02 23:00:02,20140600,20140900,20140900
2014-09-05 23:00:02,20140900,20141200,20141200
2014-12-05 23:00:02,20141200,20150300,20150300
2015-03-02 16:24:50,20150300,20150600,20150600
2015-05-21 12:56:05,20150600,20150900,20150900
2015-08-31 13:47:25,20150900,20151200,20151200
2015-12-01 23:00:02,20151200,20160300,20160300
2016-03-02 23:00:02,20160300,20160600,20160600
2016-06-06 08:35:46,20160600,20160900,20160900
2016-09-05 23:00:02,20160900,20161200,20161200
2016-11-23 23:00:02,20161200,20170300,20170300
2017-03-03 23:00:02,20170300,20170600,20170600
2017-06-06 08:33:26,20170600,20170900,20170900
2017-08-23 16:11:40,20170900,20171200,20171200
2017-12-04 07:36:02,20171200,20180300,20180300
2018-03-07 10:07:45,20180300,20180600,20180600
2018-06-05 07:36:10,20180600,20180900,20180900
2018-08-31 23:00:02,20180900,20181200,20181200
2018-11-29 23:00:02,20181200,20190300,20190300
2019-03-07 23:00:02,20190300,20190600,20190600
2019-06-06 23:00:02,20190600,20190900,20190900
2019-07-26 23:00:02,20190900,20191200,20191200
